Genre,imdbID,Language,Title,Released
Action,tt0112760,en,Cutthroat Island,1995-12-22
Adventure,tt0112760,en,Cutthroat Island,1995-12-22
Comedy,tt0069945,en,Dark Star,1974-04-01
Science Fiction,tt0069945,en,Dark Star,1974-04-01
Mystery,tt0102757,en,The Rapture,1991-10-04
Drama,tt0102757,en,The Rapture,1991-10-04
Drama,tt0098724,en,"sex, lies, and videotape",1989-08-04
Romance,tt0107468,en,M. Butterfly,1993-09-09
Drama,tt0107468,en,M. Butterfly,1993-09-09
Drama,tt0133363,es,Los amantes del Círculo Polar,1998-09-04
Mystery,tt0133363,es,Los amantes del Círculo Polar,1998-09-04
Romance,tt0133363,es,Los amantes del Círculo Polar,1998-09-04
Comedy,tt0320244,en,Party Monster,2003-09-05
Drama,tt0320244,en,Party Monster,2003-09-05
Crime,tt0320244,en,Party Monster,2003-09-05
Drama,tt0341384,ko,해안선,2002-11-22
War,tt0341384,ko,해안선,2002-11-22
Fantasy,tt0457430,es,El laberinto del fauno,2006-10-10
Drama,tt0457430,es,El laberinto del fauno,2006-10-10
War,tt0457430,es,El laberinto del fauno,2006-10-10
Romance,tt0350193,es,Te doy mis ojos,2003-10-08
Drama,tt0350193,es,Te doy mis ojos,2003-10-08
Comedy,tt0890888,de,Vollidiot,2007-04-11
Drama,tt0890888,de,Vollidiot,2007-04-11
Drama,tt0411195,en,Breakfast on Pluto,2005-09-03
Comedy,tt0411195,en,Breakfast on Pluto,2005-09-03
Comedy,tt0076155,fr,L'Homme qui aimait les femmes,1977-04-27
Drama,tt0076155,fr,L'Homme qui aimait les femmes,1977-04-27
Romance,tt0076155,fr,L'Homme qui aimait les femmes,1977-04-27
Drama,tt0407887,en,The Departed,2006-10-04
Thriller,tt0407887,en,The Departed,2006-10-04
Crime,tt0407887,en,The Departed,2006-10-04
Adventure,tt1344607,en,Flying Saucer Rock 'N' Roll,2006-03-18
Comedy,tt1344607,en,Flying Saucer Rock 'N' Roll,2006-03-18
Horror,tt1344607,en,Flying Saucer Rock 'N' Roll,2006-03-18
Science Fiction,tt1344607,en,Flying Saucer Rock 'N' Roll,2006-03-18
Drama,tt0368089,en,November,2004-01-18
Mystery,tt0368089,en,November,2004-01-18
Thriller,tt0368089,en,November,2004-01-18
Drama,tt0490174,de,Maria am Wasser,2007-03-08
Crime,tt0396171,en,Perfume: The Story of a Murderer,2006-09-13
Fantasy,tt0396171,en,Perfume: The Story of a Murderer,2006-09-13
Drama,tt0396171,en,Perfume: The Story of a Murderer,2006-09-13
Action,tt0285823,en,Once Upon a Time in Mexico,2003-09-11
Drama,tt0285823,en,Once Upon a Time in Mexico,2003-09-11
Mystery,tt0285823,en,Once Upon a Time in Mexico,2003-09-11
Crime,tt0307901,en,25th Hour,2002-12-19
Drama,tt0307901,en,25th Hour,2002-12-19
Documentary,tt0310793,en,Bowling for Columbine,2002-10-09
Drama,tt0310793,en,Bowling for Columbine,2002-10-09
Fantasy,tt0256009,es,El espinazo del diablo,2001-04-20
Drama,tt0256009,es,El espinazo del diablo,2001-04-20
Horror,tt0256009,es,El espinazo del diablo,2001-04-20
Thriller,tt0256009,es,El espinazo del diablo,2001-04-20
Documentary,tt0390538,en,Tarnation,2003-10-19
Drama,tt0390538,en,Tarnation,2003-10-19
History,tt0275083,ko,무사,2001-09-07
Drama,tt0275083,ko,무사,2001-09-07
Action,tt0275083,ko,무사,2001-09-07
Animation,tt0940833,en,Regoch,2006-11-20
Drama,tt0166485,en,Anna and the King,1999-12-16
Romance,tt0166485,en,Anna and the King,1999-12-16
History,tt0166485,en,Anna and the King,1999-12-16
Drama,tt0404203,en,Little Children,2006-10-06
Romance,tt0404203,en,Little Children,2006-10-06
Drama,tt0445946,en,The Contract,2006-04-05
Action,tt0445946,en,The Contract,2006-04-05
Thriller,tt0445946,en,The Contract,2006-04-05
Crime,tt0445946,en,The Contract,2006-04-05
Documentary,tt0954937,de,Full Metal Village,2007-04-19
Drama,tt0159097,en,The Virgin Suicides,1999-12-31
Romance,tt0159097,en,The Virgin Suicides,1999-12-31
Comedy,tt0418773,en,Junebug,2005-08-03
Drama,tt0418773,en,Junebug,2005-08-03
Drama,tt0120894,en,The Wisdom of Crocodiles,1998-11-27
Fantasy,tt0120894,en,The Wisdom of Crocodiles,1998-11-27
Horror,tt0120894,en,The Wisdom of Crocodiles,1998-11-27
Action,tt0806027,en,Blood: The Last Vampire,2009-04-02
Adventure,tt0806027,en,Blood: The Last Vampire,2009-04-02
Horror,tt0806027,en,Blood: The Last Vampire,2009-04-02
Science Fiction,tt0806027,en,Blood: The Last Vampire,2009-04-02
Thriller,tt0806027,en,Blood: The Last Vampire,2009-04-02
Science Fiction,tt0348150,en,Superman Returns,2006-06-28
Action,tt0348150,en,Superman Returns,2006-06-28
Adventure,tt0348150,en,Superman Returns,2006-06-28
Drama,tt0106579,en,"Clean, Shaven",1993-09-05
Crime,tt0106579,en,"Clean, Shaven",1993-09-05
Thriller,tt0106579,en,"Clean, Shaven",1993-09-05
Crime,tt0052311,en,Touch of Evil,1958-03-30
Thriller,tt0052311,en,Touch of Evil,1958-03-30
Mystery,tt0052311,en,Touch of Evil,1958-03-30
Action,tt0110500,en,Metal Skin,1994-02-21
Drama,tt0110500,en,Metal Skin,1994-02-21
Action,tt0104693,en,Laws of Gravity,1992-03-21
Drama,tt0104693,en,Laws of Gravity,1992-03-21
Fantasy,tt0101420,en,Begotten,1991-06-05
Horror,tt0101420,en,Begotten,1991-06-05
Drama,tt0114704,de,Der Totmacher,1995-11-23
Crime,tt0067128,en,Get Carter,1971-02-03
Thriller,tt0067128,en,Get Carter,1971-02-03
Fantasy,tt0167190,en,Hellboy,2004-04-02
Action,tt0167190,en,Hellboy,2004-04-02
Drama,tt0461804,zh,綠草地,2005-06-11
Comedy,tt0461804,zh,綠草地,2005-06-11
Drama,,de,Singendes Wasser,2007-01-01
Fantasy,tt0443543,en,The Illusionist,2006-08-18
Drama,tt0443543,en,The Illusionist,2006-08-18
Thriller,tt0443543,en,The Illusionist,2006-08-18
Romance,tt0443543,en,The Illusionist,2006-08-18
Action,tt0103594,en,1492: Conquest of Paradise,1992-10-09
Adventure,tt0103594,en,1492: Conquest of Paradise,1992-10-09
Drama,tt0103594,en,1492: Conquest of Paradise,1992-10-09
History,tt0103594,en,1492: Conquest of Paradise,1992-10-09
Comedy,tt0212346,en,Miss Congeniality,2000-12-22
Crime,tt0212346,en,Miss Congeniality,2000-12-22
Action,tt0212346,en,Miss Congeniality,2000-12-22
Action,tt0473444,zh,滿城盡帶黃金甲,2006-12-14
Drama,tt0473444,zh,滿城盡帶黃金甲,2006-12-14
Fantasy,tt0473444,zh,滿城盡帶黃金甲,2006-12-14
Drama,tt0320661,en,Kingdom of Heaven,2005-05-03
Action,tt0320661,en,Kingdom of Heaven,2005-05-03
Adventure,tt0320661,en,Kingdom of Heaven,2005-05-03
History,tt0320661,en,Kingdom of Heaven,2005-05-03
War,tt0320661,en,Kingdom of Heaven,2005-05-03
Romance,tt0101615,en,Cool as Ice,1991-10-18
Music,tt0101615,en,Cool as Ice,1991-10-18
Comedy,tt0101615,en,Cool as Ice,1991-10-18
Science Fiction,tt0103060,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
Adventure,tt0103060,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
Action,tt0103060,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
Comedy,tt0103060,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
Family,tt0103060,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
Science Fiction,tt0100758,en,Teenage Mutant Ninja Turtles,1990-03-30
Action,tt0100758,en,Teenage Mutant Ninja Turtles,1990-03-30
Adventure,tt0100758,en,Teenage Mutant Ninja Turtles,1990-03-30
Comedy,tt0100758,en,Teenage Mutant Ninja Turtles,1990-03-30
Family,tt0100758,en,Teenage Mutant Ninja Turtles,1990-03-30
Action,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Adventure,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Comedy,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Family,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Fantasy,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Science Fiction,tt0108308,en,Teenage Mutant Ninja Turtles III,1993-03-17
Drama,tt0455590,en,The Last King of Scotland,2006-01-12
Adventure,tt0446013,en,Pathfinder,2007-01-11
Action,tt0446013,en,Pathfinder,2007-01-11
Action,tt0266987,en,Spy Game,2001-11-18
Crime,tt0266987,en,Spy Game,2001-11-18
Thriller,tt0266987,en,Spy Game,2001-11-18
Thriller,tt0264472,en,Changing Lanes,2002-04-07
Drama,tt0369339,en,Collateral,2004-08-04
Crime,tt0369339,en,Collateral,2004-08-04
Thriller,tt0369339,en,Collateral,2004-08-04
Music,tt0448009,de,Keine Lieder über Liebe,2005-10-26
Drama,tt0448009,de,Keine Lieder über Liebe,2005-10-26
Romance,tt0448009,de,Keine Lieder über Liebe,2005-10-26
Drama,tt0381690,fr,Vers le sud,2006-01-25
Romance,tt0381690,fr,Vers le sud,2006-01-25
Drama,tt0103074,en,Thelma & Louise,1991-05-24
Thriller,tt0103074,en,Thelma & Louise,1991-05-24
Crime,tt0103074,en,Thelma & Louise,1991-05-24
Adventure,tt0103074,en,Thelma & Louise,1991-05-24
Comedy,tt0151804,en,Office Space,1999-02-19
Drama,tt0424992,de,Emmas Glück,2006-07-16
Romance,tt0424992,de,Emmas Glück,2006-07-16
Drama,tt0421994,en,Imagine Me & You,2005-02-01
Comedy,tt0421994,en,Imagine Me & You,2005-02-01
Romance,tt0421994,en,Imagine Me & You,2005-02-01
Comedy,tt0318761,en,Thumbsucker,2005-01-23
Drama,tt0318761,en,Thumbsucker,2005-01-23
Horror,tt0093437,en,The Lost Boys,1987-07-31
Comedy,tt0093437,en,The Lost Boys,1987-07-31
Thriller,tt0093437,en,The Lost Boys,1987-07-31
Comedy,tt0162346,en,Ghost World,2001-07-20
Drama,tt0162346,en,Ghost World,2001-07-20
Romance,tt0338977,fr,L'Esquive,2003-11-25
Drama,tt0338977,fr,L'Esquive,2003-11-25
Comedy,tt0311648,en,Pieces of April,2003-10-17
Drama,tt0311648,en,Pieces of April,2003-10-17
Drama,tt0099582,en,Flatliners,1990-08-10
Science Fiction,tt0099582,en,Flatliners,1990-08-10
Horror,tt0099582,en,Flatliners,1990-08-10
Comedy,tt0098067,en,Parenthood,1989-07-31
Drama,tt0098067,en,Parenthood,1989-07-31
Music,tt0411270,fr,De battre mon cœur s'est arrêté,2005-03-16
Drama,tt0411270,fr,De battre mon cœur s'est arrêté,2005-03-16
Crime,tt0411270,fr,De battre mon cœur s'est arrêté,2005-03-16
Crime,tt0090967,en,Down by Law,1986-09-20
Drama,tt0090967,en,Down by Law,1986-09-20
Comedy,tt0090967,en,Down by Law,1986-09-20
Drama,tt0283900,fr,L'Auberge espagnole,2002-06-19
Comedy,tt0283900,fr,L'Auberge espagnole,2002-06-19
Romance,tt0283900,fr,L'Auberge espagnole,2002-06-19
Drama,tt0064068,ja,薔薇の葬列,1969-09-13
Crime,tt0064068,ja,薔薇の葬列,1969-09-13
Drama,tt0126765,de,23,1998-07-02
Thriller,tt0126765,de,23,1998-07-02
Comedy,tt0325734,de,Liegen lernen,2003-07-02
Drama,tt0325734,de,Liegen lernen,2003-07-02
Mystery,tt0072235,en,Sweet Movie,1974-06-12
Comedy,tt0072235,en,Sweet Movie,1974-06-12
Drama,tt0072235,en,Sweet Movie,1974-06-12
Comedy,tt0100623,el,Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,1990-12-06
Horror,tt0100623,el,Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,1990-12-06
Drama,tt0100623,el,Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,1990-12-06
Drama,tt0061996,fr,Mouchette,1967-03-28
Horror,tt0463854,en,28 Weeks Later,2007-04-26
Thriller,tt0463854,en,28 Weeks Later,2007-04-26
Science Fiction,tt0463854,en,28 Weeks Later,2007-04-26
Documentary,tt0084628,fr,Sans soleil,1983-02-15
Documentary,tt0045673,en,Daybreak Express,1957-01-01
Music,tt0045673,en,Daybreak Express,1957-01-01
Drama,tt0052654,de,Die Brücke,1959-10-21
History,tt0052654,de,Die Brücke,1959-10-21
War,tt0052654,de,Die Brücke,1959-10-21
Drama,tt0157016,fr,Seul contre tous,1998-05-16
Thriller,tt0157016,fr,Seul contre tous,1998-05-16
Drama,tt0218871,fr,Carne,1991-05-01
Thriller,tt0218871,fr,Carne,1991-05-01
Crime,tt0218871,fr,Carne,1991-05-01
Horror,tt1540987,en,Pig,1999-01-03
Thriller,tt1540987,en,Pig,1999-01-03
Action,tt0337978,en,Live Free or Die Hard,2007-06-20
Thriller,tt0337978,en,Live Free or Die Hard,2007-06-20
Action,tt0112864,en,Die Hard: With a Vengeance,1995-05-19
Thriller,tt0112864,en,Die Hard: With a Vengeance,1995-05-19
Action,tt0099423,en,Die Hard 2,1990-07-02
Thriller,tt0099423,en,Die Hard 2,1990-07-02
Comedy,tt0299658,en,Chicago,2002-12-10
Crime,tt0299658,en,Chicago,2002-12-10
Drama,tt0299658,en,Chicago,2002-12-10
Horror,tt0120804,en,Resident Evil,2002-03-15
Action,tt0120804,en,Resident Evil,2002-03-15
Science Fiction,tt0120804,en,Resident Evil,2002-03-15
Horror,tt0318627,en,Resident Evil: Apocalypse,2004-09-10
Action,tt0318627,en,Resident Evil: Apocalypse,2004-09-10
Science Fiction,tt0318627,en,Resident Evil: Apocalypse,2004-09-10
Drama,tt0081398,en,Raging Bull,1980-11-14
History,tt0081398,en,Raging Bull,1980-11-14
Action,tt0472043,en,Apocalypto,2006-12-07
Drama,tt0472043,en,Apocalypto,2006-12-07
History,tt0472043,en,Apocalypto,2006-12-07
Crime,tt0040746,en,Rope,1948-03-11
Drama,tt0040746,en,Rope,1948-03-11
Thriller,tt0040746,en,Rope,1948-03-11
Comedy,tt0457939,en,The Holiday,2006-12-08
Romance,tt0457939,en,The Holiday,2006-12-08
Comedy,tt0258760,de,Lammbock,2001-08-23
Comedy,tt0332379,en,School of Rock,2003-10-03
Music,tt0332379,en,School of Rock,2003-10-03
Drama,tt0038650,en,It's a Wonderful Life,1946-12-20
Family,tt0038650,en,It's a Wonderful Life,1946-12-20
Fantasy,tt0038650,en,It's a Wonderful Life,1946-12-20
Mystery,tt0363988,en,Secret Window,2004-03-12
Thriller,tt0363988,en,Secret Window,2004-03-12
Romance,tt0108550,en,What's Eating Gilbert Grape,1993-12-17
Drama,tt0108550,en,What's Eating Gilbert Grape,1993-12-17
Comedy,tt0204946,en,Bring It On,2000-08-25
Romance,tt0337631,en,The Boys & Girl from County Clare,2003-09-12
Comedy,tt0337631,en,The Boys & Girl from County Clare,2003-09-12
Music,tt0337631,en,The Boys & Girl from County Clare,2003-09-12
Drama,tt0424908,en,Copying Beethoven,2006-09-10
Drama,tt0161860,de,Nirgendwo in Afrika,2001-12-11
Crime,tt0117381,en,Primal Fear,1996-03-06
Drama,tt0117381,en,Primal Fear,1996-03-06
Mystery,tt0117381,en,Primal Fear,1996-03-06
Thriller,tt0117381,en,Primal Fear,1996-03-06
Action,tt0477347,en,Night at the Museum,2006-12-20
Adventure,tt0477347,en,Night at the Museum,2006-12-20
Comedy,tt0477347,en,Night at the Museum,2006-12-20
Family,tt0477347,en,Night at the Museum,2006-12-20
Fantasy,tt0477347,en,Night at the Museum,2006-12-20
Comedy,tt0058586,en,A Shot in the Dark,1964-06-23
Crime,tt0058586,en,A Shot in the Dark,1964-06-23
Mystery,tt0058586,en,A Shot in the Dark,1964-06-23
Drama,tt0382357,en,Land of Plenty,2004-09-10
Horror,tt0462482,en,Population 436,2006-07-04
Thriller,tt0462482,en,Population 436,2006-07-04
Comedy,tt0212338,en,Meet the Parents,2000-10-06
Romance,tt0212338,en,Meet the Parents,2000-10-06
Crime,tt0101540,en,Cape Fear,1991-11-13
Thriller,tt0101540,en,Cape Fear,1991-11-13
Drama,tt0101540,en,Cape Fear,1991-11-13
Comedy,tt0356721,en,I ♥ Huckabees,2004-09-10
Romance,tt0356721,en,I ♥ Huckabees,2004-09-10
Drama,tt0101765,fr,La Double Vie de Véronique,1991-05-15
Mystery,tt0101765,fr,La Double Vie de Véronique,1991-05-15
Fantasy,tt0101765,fr,La Double Vie de Véronique,1991-05-15
Drama,tt0106489,en,A Bronx Tale,1993-09-14
Crime,tt0106489,en,A Bronx Tale,1993-09-14
Drama,tt0114917,en,When Saturday Comes,1996-03-01
Comedy,tt0238660,en,There's Only One Jimmy Grimble,2000-08-25
Comedy,tt0119114,en,Fever Pitch,1997-04-04
Romance,tt0119114,en,Fever Pitch,1997-04-04
Drama,tt0326429,de,Das Wunder von Bern,2003-10-15
Comedy,tt0326429,de,Das Wunder von Bern,2003-10-15
Comedy,tt0225824,de,Fußball ist unser Leben,2000-02-10
Thriller,tt0227984,en,The 51st State,2001-12-07
Action,tt0227984,en,The 51st State,2001-12-07
Comedy,tt0227984,en,The 51st State,2001-12-07
Crime,tt0227984,en,The 51st State,2001-12-07
Comedy,tt0293124,de,Erkan & Stefan gegen die Mächte der Finsternis,2002-06-20
Comedy,tt0427219,de,Erkan & Stefan in Der Tod kommt krass,2005-05-19
Comedy,tt0149151,en,Still Crazy,1998-10-30
Music,tt0149151,en,Still Crazy,1998-10-30
Action,tt0202677,en,The Way of the Gun,2000-09-08
Crime,tt0202677,en,The Way of the Gun,2000-09-08
Drama,tt0202677,en,The Way of the Gun,2000-09-08
Thriller,tt0202677,en,The Way of the Gun,2000-09-08
Action,tt0465494,en,Hitman,2007-11-21
Thriller,tt0465494,en,Hitman,2007-11-21
Drama,tt0465494,en,Hitman,2007-11-21
Comedy,tt0086465,en,Trading Places,1983-06-07
Drama,tt0415932,fr,Lemming,2005-05-11
Thriller,tt0415932,fr,Lemming,2005-05-11
Mystery,tt0415932,fr,Lemming,2005-05-11
Crime,tt0080474,en,Brubaker,1980-06-20
Drama,tt0080474,en,Brubaker,1980-06-20
Comedy,tt0119528,en,Liar Liar,1997-03-21
Drama,tt0056663,fr,Vivre sa vie: film en douze tableaux,1962-09-20
Drama,tt0064285,fr,L'Enfant sauvage,1970-02-26
History,tt0064285,fr,L'Enfant sauvage,1970-02-26
Drama,tt0055032,fr,Jules et Jim,1962-01-23
Romance,tt0055032,fr,Jules et Jim,1962-01-23
Comedy,tt0061473,fr,La Chinoise,1967-08-30
Drama,tt0061473,fr,La Chinoise,1967-08-30
Drama,tt0117318,en,The People vs. Larry Flynt,1996-12-25
Drama,tt0135024,fr,Une vraie jeune fille,1976-01-01
Drama,tt0095647,en,Mississippi Burning,1988-12-08
Thriller,tt0095647,en,Mississippi Burning,1988-12-08
Crime,tt0095647,en,Mississippi Burning,1988-12-08
History,tt0095647,en,Mississippi Burning,1988-12-08
Mystery,tt0095647,en,Mississippi Burning,1988-12-08
Drama,tt0101921,en,Fried Green Tomatoes,1991-12-27
Comedy,tt0101921,en,Fried Green Tomatoes,1991-12-27
Family,tt0106965,en,Free Willy,1993-07-16
Adventure,tt0106965,en,Free Willy,1993-07-16
Drama,tt0106965,en,Free Willy,1993-07-16
Action,tt0399201,en,The Island,2005-07-21
Thriller,tt0399201,en,The Island,2005-07-21
Science Fiction,tt0399201,en,The Island,2005-07-21
Adventure,tt0399201,en,The Island,2005-07-21
Fantasy,tt0230030,en,Bedazzled,2000-10-19
Comedy,tt0230030,en,Bedazzled,2000-10-19
Romance,tt0230030,en,Bedazzled,2000-10-19
Action,tt0111257,en,Speed,1994-06-09
Adventure,tt0111257,en,Speed,1994-06-09
Crime,tt0111257,en,Speed,1994-06-09
Action,tt0120179,en,Speed 2: Cruise Control,1997-06-13
Adventure,tt0120179,en,Speed 2: Cruise Control,1997-06-13
Thriller,tt0120179,en,Speed 2: Cruise Control,1997-06-13
Drama,tt0375679,en,Crash,2005-05-06
Romance,tt0141098,en,Forces of Nature,1999-03-12
Comedy,tt0141098,en,Forces of Nature,1999-03-12
Crime,tt0113957,en,The Net,1995-07-28
Drama,tt0113957,en,The Net,1995-07-28
Mystery,tt0113957,en,The Net,1995-07-28
Thriller,tt0113957,en,The Net,1995-07-28
Action,tt0113957,en,The Net,1995-07-28
Drama,tt0070849,it,Ultimo tango a Parigi,1972-10-14
Romance,tt0070849,it,Ultimo tango a Parigi,1972-10-14
Thriller,tt0108473,en,The Vanishing,1993-02-05
Drama,tt0108473,en,The Vanishing,1993-02-05
Mystery,tt0108473,en,The Vanishing,1993-02-05
Horror,tt0108473,en,The Vanishing,1993-02-05
Crime,tt0117913,en,A Time to Kill,1996-07-24
Drama,tt0117913,en,A Time to Kill,1996-07-24
Thriller,tt0117913,en,A Time to Kill,1996-07-24
Crime,tt0463998,en,Freedom Writers,2007-01-05
Drama,tt0463998,en,Freedom Writers,2007-01-05
Action,tt0292506,en,The Recruit,2003-01-31
Thriller,tt0292506,en,The Recruit,2003-01-31
Adventure,tt0096928,en,Bill & Ted's Excellent Adventure,1989-02-17
Comedy,tt0096928,en,Bill & Ted's Excellent Adventure,1989-02-17
Science Fiction,tt0096928,en,Bill & Ted's Excellent Adventure,1989-02-17
Adventure,tt0101452,en,Bill & Ted's Bogus Journey,1991-07-19
Comedy,tt0101452,en,Bill & Ted's Bogus Journey,1991-07-19
Science Fiction,tt0101452,en,Bill & Ted's Bogus Journey,1991-07-19
Drama,tt0263329,de,Haytabo,1971-01-01
Science Fiction,tt0263329,de,Haytabo,1971-01-01
Crime,tt0064990,fr,La Sirène du Mississipi,1969-06-18
Drama,tt0064990,fr,La Sirène du Mississipi,1969-06-18
Romance,tt0064990,fr,La Sirène du Mississipi,1969-06-18
Thriller,tt0064990,fr,La Sirène du Mississipi,1969-06-18
Comedy,tt0109000,de,00 Schneider - Jagd auf Nihil Baxter,1994-12-21
Crime,tt0109000,de,00 Schneider - Jagd auf Nihil Baxter,1994-12-21
Drama,tt0318462,es,Diarios de motocicleta,2004-02-06
Action,tt0061578,en,The Dirty Dozen,1967-06-15
Adventure,tt0061578,en,The Dirty Dozen,1967-06-15
War,tt0061578,en,The Dirty Dozen,1967-06-15
Comedy,tt0119932,de,Praxis Dr. Hasenbein,1997-01-30
Action,tt0386140,en,The Legend of Zorro,2005-10-24
Adventure,tt0386140,en,The Legend of Zorro,2005-10-24
Western,tt0386140,en,The Legend of Zorro,2005-10-24
Documentary,tt0466634,de,"2 oder 3 Dinge, die ich von ihm weiß",2005-04-07
Drama,tt0466634,de,"2 oder 3 Dinge, die ich von ihm weiß",2005-04-07
Comedy,tt0108317,de,Texas - Doc Snyder hält die Welt in Atem,1993-11-11
Western,tt0108317,de,Texas - Doc Snyder hält die Welt in Atem,1993-11-11
Comedy,tt0074152,fr,L'Argent de poche,1976-03-17
Drama,tt0074152,fr,L'Argent de poche,1976-03-17
Drama,tt0177507,de,Absolute Giganten,1999-09-30
Comedy,tt0177507,de,Absolute Giganten,1999-09-30
Drama,tt0100685,en,State of Grace,1990-09-14
Crime,tt0100685,en,State of Grace,1990-09-14
Thriller,tt0100685,en,State of Grace,1990-09-14
Crime,tt0057718,de,Edgar Wallace - Der Zinker,1963-04-26
Mystery,tt0057718,de,Edgar Wallace - Der Zinker,1963-04-26
Drama,tt0403217,en,Last Days,2005-06-12
Documentary,tt0799954,en,The Bridge,2006-10-27
Documentary,tt0428803,fr,La Marche de l'empereur,2005-01-26
Family,tt0428803,fr,La Marche de l'empereur,2005-01-26
Action,tt0099810,en,The Hunt for Red October,1990-03-02
Adventure,tt0099810,en,The Hunt for Red October,1990-03-02
Thriller,tt0099810,en,The Hunt for Red October,1990-03-02
Crime,tt0061795,de,Edgar Wallace - Der Hund von Blackwood Castle,1968-01-18
Action,tt0082949,fr,Le Professionnel,1981-10-21
Adventure,tt0082949,fr,Le Professionnel,1981-10-21
Thriller,tt0082949,fr,Le Professionnel,1981-10-21
Western,tt0053729,en,Comanche Station,1960-03-01
Comedy,tt0070460,fr,La Nuit américaine,1973-05-24
Drama,tt0070460,fr,La Nuit américaine,1973-05-24
Western,tt0063811,en,Will Penny,1967-12-19
Romance,tt0063811,en,Will Penny,1967-12-19
